,Employee_ID,Age,Critical_Job_Role,Risk_of_Loss,Impact_of_Loss,Future_Leader,Gender,Generation,Managerial_Employee,Minority,Organization_Tenure_Months,Salary,Employment_Type,Employment_Type_2,High_Potential,TimeInPrevPositionMonth,Current Functional Area,Current Job Level,Current Career Path,Current Performance Rating,Current Region,Current Country,CurCountryLat,CurCountryLon,Promotion within last 3 years,Changed Position within last 2 years,Change in Performance Rating,FunctionalAreaChangeType,JobLevelChangeType,Flight_Risk,age_binned,tenure_binned,salary_binned,Previous Functional Area,Previous Job Level,Previous Career Path,Previous Performance Rating,PrevCountryLat,PrevCountryLon,Previous Region,Previous Functional Area_new,Previous Job Level_new,Previous Career Path_new,Previous Performance Rating_new,Previous Region_new
18685,20075,38,Yes,Medium,Medium,Yes,Male,Generation Y,Non-Managerial,Minority,2,40000,Full-Time,Regular,Yes,52,Sales,4 - Expert / Manager,Functional,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,Yes,No,0 - Not available,Intra-Functional Move,Same Level,Yes,6,1,2,Sales,4 - Expert / Manager,Functional,4 - Exceeds Expectations,39.78373,-100.445882,Americas,3,3,1,3,1
18686,20083,38,No,Medium,High,Yes,Male,Generation Y,Managerial,Minority,108,120000,Full-Time,Regular,No,52,Sales,4 - Expert / Manager,Project / Management,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,Yes,Yes,1 - Increasing,Intra-Functional Move,Same Level,Yes,6,5,6,Sales,4 - Expert / Manager,Project / Management,3 - Meets Expectations,39.78373,-100.445882,Americas,3,3,2,2,1
18687,20087,38,Yes,Low,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,34,70000,Full-Time,Regular,Yes,52,Sales,4 - Expert / Manager,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,6,3,4,Sales,4 - Expert / Manager,Functional,3 - Meets Expectations,39.78373,-100.445882,Americas,3,3,1,2,1
18688,20088,38,No,Low,High,No,Male,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Regular,Yes,52,Sales,4 - Expert / Manager,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,Yes,Yes,2 - Constant,Intra-Functional Move,Promotion,Yes,6,1,3,Sales,3 - Senior,Functional,3 - Meets Expectations,39.78373,-100.445882,Americas,3,2,1,2,1
18689,20089,38,No,Low,Medium,No,Female,Generation Y,Managerial,Non-Minority,2,120000,Full-Time,Temporary,Yes,52,Sales,5 - Senior Expert / Senior Manager,Project / Management,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,Yes,No,3 - Decreasing,Intra-Functional Move,Promotion,Yes,6,1,6,Sales,4 - Expert / Manager,Functional,5 - Consistently Exceeds Expectations,39.78373,-100.445882,Americas,3,3,1,4,1
18690,20090,38,No,Medium,High,Yes,Female,Generation Y,Managerial,Minority,108,120000,Full-Time,Regular,No,52,Sales,4 - Expert / Manager,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,Yes,6,5,6,Sales,4 - Expert / Manager,Functional,3 - Meets Expectations,39.78373,-100.445882,Americas,3,3,1,2,1
18691,20100,38,No,Low,Medium,No,Male,Generation X,Non-Managerial,Non-Minority,196,50000,Full-Time,Regular,No,52,Sales,4 - Expert / Manager,Functional,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,Yes,No,0 - Not available,Intra-Functional Move,Promotion,Yes,6,5,3,Sales,3 - Senior,Functional,3 - Meets Expectations,39.78373,-100.445882,Americas,3,2,1,2,1
18692,20102,38,No,Low,High,No,Female,Generation X,Managerial,Non-Minority,60,120000,Full-Time,Temporary,No,52,Sales,3 - Senior,Functional,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,Intra-Functional Move,Same Level,Yes,6,4,6,Sales,3 - Senior,Functional,5 - Consistently Exceeds Expectations,39.78373,-100.445882,Americas,3,2,1,4,1
18693,20294,38,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Minority,96,30000,Full-Time,Regular,No,52,R&D,4 - Expert / Manager,Functional,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,Yes,No,0 - Not available,Intra-Functional Move,Same Level,Yes,6,5,2,R&D,4 - Expert / Manager,Functional,4 - Exceeds Expectations,39.78373,-100.445882,Americas,2,3,1,3,1
18694,20497,38,Yes,Medium,Medium,Yes,Female,Generation X,Non-Managerial,Non-Minority,2,40000,Full-Time,Regular,No,51,Sales,4 - Expert / Manager,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,Yes,No,3 - Decreasing,Intra-Functional Move,Promotion,Yes,6,1,2,Sales,3 - Senior,Functional,4 - Exceeds Expectations,39.78373,-100.445882,Americas,3,2,1,3,1
18695,21045,38,No,Medium,High,Yes,Female,Generation Y,Managerial,Minority,108,120000,Full-Time,Regular,No,40,R&D,2 - Specialist,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,6,5,6,R&D,2 - Specialist,Functional,3 - Meets Expectations,39.78373,-100.445882,Americas,2,1,1,2,1
18696,21125,38,No,Low,Medium,No,Female,Generation Y,Non-Managerial,Minority,72,85000,Full-Time,Temporary,Yes,40,Marketing,4 - Expert / Manager,Project / Management,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,Yes,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,6,4,5,Marketing,4 - Expert / Manager,Functional,5 - Consistently Exceeds Expectations,39.78373,-100.445882,Americas,1,3,1,4,1
18697,21408,38,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Minority,96,30000,Full-Time,Regular,No,37,R&D,2 - Specialist,Functional,4 - Exceeds Expectations,Americas,Brazil,-10.333333,-53.2,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,Yes,6,5,2,R&D,2 - Specialist,Functional,3 - Meets Expectations,-10.333333,-53.2,Americas,2,1,1,2,1
18698,21410,38,Yes,Medium,High,Yes,Male,Generation X,Non-Managerial,Non-Minority,60,70000,Full-Time,Temporary,Yes,37,R&D,4 - Expert / Manager,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,Yes,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,6,4,4,R&D,4 - Expert / Manager,Functional,4 - Exceeds Expectations,39.78373,-100.445882,Americas,2,3,1,3,1
18699,21583,38,Yes,Unallocated,Unallocated,Yes,Male,Generation X,Non-Managerial,Non-Minority,2,30000,Full-Time,Temporary,Yes,36,Service,4 - Expert / Manager,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,Yes,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,6,1,2,Service,4 - Expert / Manager,Functional,5 - Consistently Exceeds Expectations,52.865196,-7.97946,EMEA,4,3,1,4,2
18700,22153,38,No,Medium,Medium,No,Female,Generation Y,Non-Managerial,Non-Minority,2,85000,Full-Time,Regular,No,33,Support,5 - Senior Expert / Senior Manager,Project / Management,5 - Consistently Exceeds Expectations,Americas,USA,39.78373,-100.445882,Yes,Yes,2 - Constant,Intra-Functional Move,Promotion,Yes,6,1,5,Support,4 - Expert / Manager,Functional,5 - Consistently Exceeds Expectations,39.78373,-100.445882,Americas,5,3,1,4,1
18701,22157,38,Yes,High,Medium,Yes,Female,Generation X,Non-Managerial,Minority,2,120000,Full-Time,Regular,Yes,33,Service,2 - Specialist,Functional,5 - Consistently Exceeds Expectations,Americas,USA,39.78373,-100.445882,Yes,Yes,1 - Increasing,Intra-Functional Move,Same Level,Yes,6,1,6,Service,2 - Specialist,Functional,4 - Exceeds Expectations,39.78373,-100.445882,Americas,4,1,1,3,1
18702,22259,38,Yes,Low,Low,No,Female,Generation X,Non-Managerial,Non-Minority,108,85000,Full-Time,Regular,No,33,Sales,4 - Expert / Manager,Project / Management,3 - Meets Expectations,Americas,Canada,61.066692,-107.991707,Yes,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,6,5,5,Sales,4 - Expert / Manager,Functional,4 - Exceeds Expectations,35.000074,104.999927,APJ,3,3,1,3,0
18703,22570,39,No,Low,High,No,Male,Generation X,Managerial,Non-Minority,172,120000,Full-Time,Regular,No,29,Service,3 - Senior,Functional,4 - Exceeds Expectations,Americas,Argentina,-34.996496,-64.967282,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,Yes,6,5,6,Service,3 - Senior,Functional,3 - Meets Expectations,-34.996496,-64.967282,Americas,4,2,1,2,1
18704,23014,39,Yes,Unallocated,Unallocated,Yes,Male,Generation X,Non-Managerial,Non-Minority,8,40000,Full-Time,Regular,No,26,Service,4 - Expert / Manager,Project / Management,3 - Meets Expectations,Americas,Mexico,19.432601000000002,-99.133342,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,6,1,2,Service,4 - Expert / Manager,Project / Management,3 - Meets Expectations,19.432601000000002,-99.133342,Americas,4,3,2,2,1
18705,23068,39,No,Low,Medium,No,Male,Generation X,Non-Managerial,Non-Minority,196,50000,Full-Time,Regular,No,25,Service,4 - Expert / Manager,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,Yes,2 - Constant,Intra-Functional Move,Demotion,Yes,6,5,3,Service,5 - Senior Expert / Senior Manager,Functional,4 - Exceeds Expectations,39.78373,-100.445882,Americas,4,4,1,3,1
18706,23380,39,Yes,Low,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,34,70000,Full-Time,Regular,No,22,R&D,3 - Senior,Functional,3 - Meets Expectations,Americas,Canada,61.066692,-107.991707,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,6,3,4,R&D,3 - Senior,Functional,3 - Meets Expectations,61.066692,-107.991707,Americas,2,2,1,2,1
18707,23812,39,No,Low,High,No,Male,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Temporary,No,18,R&D,3 - Senior,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,6,1,3,R&D,3 - Senior,Functional,4 - Exceeds Expectations,39.78373,-100.445882,Americas,2,2,1,3,1
18708,23820,39,No,Medium,High,No,Male,Generation Y,Managerial,Non-Minority,5,120000,Full-Time,Regular,No,18,Marketing,4 - Expert / Manager,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,Yes,Yes,1 - Increasing,Intra-Functional Move,Same Level,Yes,6,1,6,Marketing,4 - Expert / Manager,Functional,3 - Meets Expectations,39.78373,-100.445882,Americas,1,3,1,2,1
18709,23835,39,Yes,Unallocated,Unallocated,Yes,Male,Generation X,Non-Managerial,Non-Minority,132,50000,Full-Time,Regular,No,18,R&D,3 - Senior,Functional,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,Intra-Functional Move,Same Level,Yes,6,5,3,R&D,3 - Senior,Functional,2 - Partially Meets Expectations,39.78373,-100.445882,Americas,2,2,1,1,1
18710,24145,39,No,Low,Medium,No,Female,Generation Y,Managerial,Non-Minority,36,120000,Full-Time,Temporary,Yes,18,R&D,4 - Expert / Manager,Functional,4 - Exceeds Expectations,Americas,Canada,61.066692,-107.991707,Yes,Yes,2 - Constant,Intra-Functional Move,Promotion,Yes,6,3,6,R&D,3 - Senior,Functional,4 - Exceeds Expectations,61.066692,-107.991707,Americas,2,2,1,3,1
18711,24180,39,Yes,Unallocated,Unallocated,Yes,Male,Generation X,Non-Managerial,Non-Minority,8,40000,Full-Time,Regular,No,18,Service,4 - Expert / Manager,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,6,1,2,Service,4 - Expert / Manager,Functional,4 - Exceeds Expectations,39.78373,-100.445882,Americas,4,3,1,3,1
18712,24181,39,No,Medium,Medium,No,Female,Generation X,Non-Managerial,Non-Minority,36,85000,Full-Time,Regular,Yes,18,Service,4 - Expert / Manager,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,Yes,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,6,3,5,Service,4 - Expert / Manager,Functional,4 - Exceeds Expectations,39.78373,-100.445882,Americas,4,3,1,3,1
18713,24221,39,Yes,Unallocated,Unallocated,Yes,Male,Generation X,Non-Managerial,Non-Minority,144,50000,Full-Time,Regular,No,17,R&D,3 - Senior,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,Yes,Yes,2 - Constant,Intra-Functional Move,Promotion,Yes,6,5,3,R&D,2 - Specialist,Functional,4 - Exceeds Expectations,39.78373,-100.445882,Americas,2,1,1,3,1
18714,24237,39,Yes,Low,Medium,Yes,Female,Generation X,Non-Managerial,Non-Minority,96,40000,Full-Time,Regular,No,16,Service,5 - Senior Expert / Senior Manager,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,Yes,No,3 - Decreasing,Intra-Functional Move,Promotion,Yes,6,5,2,Service,4 - Expert / Manager,Functional,4 - Exceeds Expectations,39.78373,-100.445882,Americas,4,3,1,3,1
18715,24427,39,No,Low,High,No,Female,Generation X,Managerial,Non-Minority,60,120000,Full-Time,Regular,No,15,R&D,4 - Expert / Manager,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,Yes,6,4,6,R&D,4 - Expert / Manager,Functional,3 - Meets Expectations,39.78373,-100.445882,Americas,2,3,1,2,1
18716,24586,39,No,Medium,High,No,Female,Generation X,Managerial,Non-Minority,136,120000,Full-Time,Regular,No,15,Sales,4 - Expert / Manager,Project / Management,2 - Partially Meets Expectations,Americas,Brazil,-10.333333,-53.2,Yes,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,6,5,6,Sales,4 - Expert / Manager,Project / Management,4 - Exceeds Expectations,47.181759,19.506094,EMEA,3,3,2,3,2
18717,25530,39,Yes,Unallocated,Unallocated,Yes,Male,Generation X,Non-Managerial,Non-Minority,20,40000,Full-Time,Regular,No,36,Marketing,4 - Expert / Manager,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,6,2,2,Marketing,4 - Expert / Manager,Functional,5 - Consistently Exceeds Expectations,39.78373,-100.445882,Americas,1,3,1,4,1
18718,26294,39,No,Medium,High,Yes,Female,Generation Y,Managerial,Minority,108,120000,Full-Time,Regular,No,24,R&D,4 - Expert / Manager,Project / Management,4 - Exceeds Expectations,Americas,Canada,61.066692,-107.991707,No,Yes,1 - Increasing,Intra-Functional Move,Demotion,Yes,6,5,6,R&D,5 - Senior Expert / Senior Manager,Project / Management,3 - Meets Expectations,61.066692,-107.991707,Americas,2,4,2,2,1
18719,26295,39,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,120,70000,Full-Time,Temporary,No,24,R&D,5 - Senior Expert / Senior Manager,Project / Management,4 - Exceeds Expectations,Americas,Canada,61.066692,-107.991707,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,6,5,4,R&D,5 - Senior Expert / Senior Manager,Functional,4 - Exceeds Expectations,61.066692,-107.991707,Americas,2,4,1,3,1
18720,26301,39,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Minority,96,30000,Part-Time,Regular,No,24,R&D,4 - Expert / Manager,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,Yes,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,6,5,2,R&D,4 - Expert / Manager,Project / Management,4 - Exceeds Expectations,39.78373,-100.445882,Americas,2,3,2,3,1
18721,26303,39,No,Medium,High,Yes,Female,Generation Y,Managerial,Minority,108,120000,Full-Time,Regular,No,24,Sales,5 - Senior Expert / Senior Manager,Project / Management,5 - Consistently Exceeds Expectations,Americas,USA,39.78373,-100.445882,Yes,Yes,1 - Increasing,Intra-Functional Move,Promotion,Yes,6,5,6,Sales,4 - Expert / Manager,Project / Management,4 - Exceeds Expectations,46.603353999999996,1.888334,EMEA,3,3,2,3,2
18722,26306,39,Yes,Medium,High,Yes,Male,Generation X,Non-Managerial,Non-Minority,60,70000,Full-Time,Temporary,Yes,24,R&D,4 - Expert / Manager,Functional,3 - Meets Expectations,Americas,Brazil,-10.333333,-53.2,No,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,6,4,4,R&D,4 - Expert / Manager,Functional,5 - Consistently Exceeds Expectations,-10.333333,-53.2,Americas,2,3,1,4,1
18723,26307,39,Yes,Medium,High,Yes,Male,Generation X,Non-Managerial,Non-Minority,60,70000,Full-Time,Regular,Yes,24,Marketing,4 - Expert / Manager,Functional,5 - Consistently Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,6,4,4,Marketing,4 - Expert / Manager,Functional,5 - Consistently Exceeds Expectations,39.78373,-100.445882,Americas,1,3,1,4,1
18724,26308,39,No,Medium,Medium,No,Female,Generation X,Non-Managerial,Non-Minority,14,120000,Full-Time,Regular,No,24,Sales,2 - Specialist,Functional,5 - Consistently Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,6,2,6,Sales,2 - Specialist,Functional,5 - Consistently Exceeds Expectations,39.78373,-100.445882,Americas,3,1,1,4,1
18725,26315,39,No,Low,High,No,Female,Generation X,Managerial,Non-Minority,60,120000,Full-Time,Temporary,No,24,Marketing,4 - Expert / Manager,Project / Management,5 - Consistently Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,6,4,6,Marketing,4 - Expert / Manager,Functional,5 - Consistently Exceeds Expectations,39.78373,-100.445882,Americas,1,3,1,4,1
18726,26318,39,No,Low,Medium,No,Male,Generation X,Non-Managerial,Non-Minority,196,50000,Full-Time,Regular,No,24,R&D,3 - Senior,Functional,5 - Consistently Exceeds Expectations,Americas,USA,39.78373,-100.445882,Yes,Yes,2 - Constant,Intra-Functional Move,Promotion,Yes,6,5,3,R&D,2 - Specialist,Functional,5 - Consistently Exceeds Expectations,39.78373,-100.445882,Americas,2,1,1,4,1
18727,26722,39,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,96,50000,Full-Time,Regular,No,12,Marketing,4 - Expert / Manager,Functional,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,Intra-Functional Move,Same Level,Yes,6,5,3,Marketing,4 - Expert / Manager,Functional,3 - Meets Expectations,39.78373,-100.445882,Americas,1,3,1,2,1
18728,26725,39,No,Medium,Medium,No,Female,Generation X,Non-Managerial,Non-Minority,204,120000,Full-Time,Regular,No,12,Sales,4 - Expert / Manager,Functional,2 - Partially Meets Expectations,Americas,USA,39.78373,-100.445882,Yes,Yes,2 - Constant,Intra-Functional Move,Promotion,Yes,6,5,6,Sales,3 - Senior,Functional,2 - Partially Meets Expectations,39.78373,-100.445882,Americas,3,2,1,1,1
18729,26729,39,Yes,Unallocated,Unallocated,Yes,Male,Generation X,Non-Managerial,Non-Minority,132,50000,Full-Time,Regular,No,12,Sales,4 - Expert / Manager,Functional,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,Yes,No,0 - Not available,Intra-Functional Move,Same Level,Yes,6,5,3,Sales,4 - Expert / Manager,Functional,3 - Meets Expectations,39.78373,-100.445882,Americas,3,3,1,2,1
18730,26981,39,Yes,Unallocated,Unallocated,Yes,Male,Generation X,Non-Managerial,Non-Minority,15,40000,Full-Time,Regular,No,0,R&D,3 - Senior,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,No,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,6,2,2,R&D,3 - Senior,Functional,4 - Exceeds Expectations,39.78373,-100.445882,Americas,2,2,1,3,1
18731,27234,39,No,Low,High,Yes,Female,Generation Y,Non-Managerial,Non-Minority,2,85000,Full-Time,Regular,No,0,R&D,4 - Expert / Manager,Functional,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,Intra-Functional Move,Same Level,Yes,6,1,5,R&D,4 - Expert / Manager,Project / Management,4 - Exceeds Expectations,39.78373,-100.445882,Americas,2,3,2,3,1
18732,16338,39,Yes,Unallocated,Unallocated,Yes,Male,Generation X,Non-Managerial,Minority,36,40000,Full-Time,Regular,No,9,R&D,2 - Specialist,Functional,0 - No performance Measurement,Americas,Canada,61.066692,-107.991707,Yes,No,0 - Not available,Intra-Functional Move,Same Level,Yes,6,3,2,R&D,2 - Specialist,Functional,4 - Exceeds Expectations,61.066692,-107.991707,Americas,2,1,1,3,1
18733,16342,39,No,Medium,High,No,Male,Generation X,Non-Managerial,Non-Minority,96,40000,Full-Time,Regular,No,9,R&D,2 - Specialist,Functional,2 - Partially Meets Expectations,Americas,Canada,61.066692,-107.991707,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,6,5,2,R&D,2 - Specialist,Functional,2 - Partially Meets Expectations,61.066692,-107.991707,Americas,2,1,1,1,1
18734,16344,39,Yes,Low,High,Yes,Female,Generation X,Non-Managerial,Non-Minority,34,85000,Full-Time,Regular,No,9,R&D,2 - Specialist,Functional,4 - Exceeds Expectations,Americas,Canada,61.066692,-107.991707,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,Yes,6,3,5,R&D,2 - Specialist,Functional,3 - Meets Expectations,61.066692,-107.991707,Americas,2,1,1,2,1
18735,16348,39,No,Low,Medium,No,Male,Generation X,Non-Managerial,Non-Minority,2,40000,Full-Time,Regular,Yes,9,Marketing,4 - Expert / Manager,Project / Management,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,Yes,Yes,2 - Constant,Intra-Functional Move,Promotion,Yes,6,1,2,Marketing,2 - Specialist,Functional,3 - Meets Expectations,39.78373,-100.445882,Americas,1,1,1,2,1
18736,16352,39,No,High,Low,Yes,Female,Generation X,Managerial,Non-Minority,72,120000,Full-Time,Regular,Yes,9,R&D,4 - Expert / Manager,Project / Management,4 - Exceeds Expectations,Americas,Canada,61.066692,-107.991707,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,6,4,6,R&D,4 - Expert / Manager,Project / Management,4 - Exceeds Expectations,61.066692,-107.991707,Americas,2,3,2,3,1
18737,16357,39,Yes,Unallocated,Unallocated,Yes,Male,Generation X,Non-Managerial,Non-Minority,180,50000,Full-Time,Regular,No,9,Service,2 - Specialist,Functional,4 - Exceeds Expectations,Americas,Mexico,19.432601000000002,-99.133342,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,Yes,6,5,3,Service,2 - Specialist,Functional,3 - Meets Expectations,19.432601000000002,-99.133342,Americas,4,1,1,2,1
18738,16358,39,Yes,Medium,Medium,Yes,Female,Generation X,Managerial,Non-Minority,2,120000,Full-Time,Regular,Yes,9,Support,2 - Specialist,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,6,1,6,Support,2 - Specialist,Functional,3 - Meets Expectations,39.78373,-100.445882,Americas,5,1,1,2,1
18739,16363,39,No,Medium,High,No,Male,Generation X,Managerial,Non-Minority,48,120000,Full-Time,Regular,No,9,R&D,3 - Senior,Functional,3 - Meets Expectations,EMEA,Bulgaria,42.607397999999996,25.485661999999998,Yes,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,6,4,6,R&D,3 - Senior,Functional,4 - Exceeds Expectations,42.607397999999996,25.485661999999998,EMEA,2,2,1,3,2
18740,10720,39,Yes,High,Low,Yes,Female,Generation X,Non-Managerial,Non-Minority,2,50000,Full-Time,Regular,No,8,Sales,4 - Expert / Manager,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,6,1,3,Sales,4 - Expert / Manager,Functional,3 - Meets Expectations,39.78373,-100.445882,Americas,3,3,1,2,1
18741,16256,39,Yes,Unallocated,Unallocated,Yes,Male,Generation X,Non-Managerial,Non-Minority,180,50000,Full-Time,Regular,No,8,Sales,4 - Expert / Manager,Functional,4 - Exceeds Expectations,Americas,Canada,61.066692,-107.991707,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,Yes,6,5,3,Sales,4 - Expert / Manager,Functional,3 - Meets Expectations,-31.761336,-71.31877,Americas,3,3,1,2,1
18742,16072,39,No,Unallocated,Unallocated,No,Female,Generation X,Managerial,Non-Minority,60,120000,Full-Time,Regular,No,7,Sales,2 - Specialist,Functional,4 - Exceeds Expectations,Americas,Canada,61.066692,-107.991707,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,6,4,6,Sales,2 - Specialist,Functional,4 - Exceeds Expectations,61.066692,-107.991707,Americas,3,1,1,3,1
18747,15761,39,Yes,Medium,High,Yes,Female,Generation X,Non-Managerial,Minority,2,70000,Full-Time,Regular,No,7,R&D,3 - Senior,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,6,1,4,R&D,3 - Senior,Functional,4 - Exceeds Expectations,39.78373,-100.445882,Americas,2,2,1,3,1
18757,15687,40,No,Medium,Medium,No,Female,Generation X,Managerial,Non-Minority,96,120000,Full-Time,Regular,No,7,Service,4 - Expert / Manager,Functional,4 - Exceeds Expectations,Americas,Canada,61.066692,-107.991707,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,Yes,6,5,6,Service,4 - Expert / Manager,Functional,3 - Meets Expectations,61.066692,-107.991707,Americas,4,3,1,2,1
18853,14948,41,Yes,Unallocated,Unallocated,Yes,Male,Generation X,Non-Managerial,Non-Minority,72,50000,Full-Time,Regular,No,6,R&D,3 - Senior,Functional,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,Yes,2 - Constant,Intra-Functional Move,Same Level,Yes,7,4,3,R&D,3 - Senior,Functional,4 - Exceeds Expectations,39.78373,-100.445882,Americas,2,2,1,3,1
18854,14949,41,No,Unallocated,Unallocated,No,Female,Generation X,Managerial,Non-Minority,8,120000,Full-Time,Regular,No,6,Sales,4 - Expert / Manager,Functional,0 - No performance Measurement,Americas,Canada,61.066692,-107.991707,No,No,0 - Not available,Intra-Functional Move,Same Level,Yes,7,1,6,Sales,4 - Expert / Manager,Functional,4 - Exceeds Expectations,61.066692,-107.991707,Americas,3,3,1,3,1
18855,14724,41,Yes,Unallocated,Unallocated,Yes,Male,Generation X,Non-Managerial,Non-Minority,180,50000,Full-Time,Regular,No,6,R&D,4 - Expert / Manager,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,No,No,3 - Decreasing,Intra-Functional Move,Same Level,Yes,7,5,3,R&D,4 - Expert / Manager,Functional,5 - Consistently Exceeds Expectations,39.78373,-100.445882,Americas,2,3,1,4,1
18856,14417,41,No,Medium,Medium,No,Male,Generation X,Managerial,Non-Minority,48,120000,Full-Time,Temporary,No,5,Sales,2 - Specialist,Functional,5 - Consistently Exceeds Expectations,Americas,Canada,61.066692,-107.991707,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,Yes,7,4,6,Sales,2 - Specialist,Functional,4 - Exceeds Expectations,61.066692,-107.991707,Americas,3,1,1,3,1
18857,14418,41,Yes,Unallocated,Unallocated,Yes,Male,Generation X,Non-Managerial,Non-Minority,180,50000,Full-Time,Regular,No,5,R&D,3 - Senior,Functional,5 - Consistently Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,Yes,1 - Increasing,Intra-Functional Move,Same Level,Yes,7,5,3,R&D,3 - Senior,Functional,3 - Meets Expectations,39.78373,-100.445882,Americas,2,2,1,2,1
