,Employee_ID,Age,Critical_Job_Role,Risk_of_Loss,Impact_of_Loss,Future_Leader,Gender,Generation,Managerial_Employee,Minority,Organization_Tenure_Months,Salary,Employment_Type,Employment_Type_2,High_Potential,Previous Functional Area,Previous Job Level,Previous Career Path,Previous Performance Rating,Previous Country,PrevCountryLat,PrevCountryLon,Previous Region,TimeInPrevPositionMonth,Current Functional Area,Current Job Level,Current Career Path,Current Performance Rating,Current Region,Current Country,CurCountryLat,CurCountryLon,Promotion within last 3 years,Changed Position within last 2 years,Change in Performance Rating,FunctionalAreaChangeType,JobLevelChangeType,Flight_Risk
3334,13493,25,No,Medium,High,No,Female,Generation Y,Non-Managerial,Minority,60,70000,Full-Time,Regular,No,,,,,,,,,5,Marketing,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3335,13494,46,Yes,Medium,Medium,Yes,Female,Late Boomers,Managerial,Non-Minority,120,120000,Full-Time,Regular,No,,,,,,,,,5,R&D,4 - Expert / Manager,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3336,13495,25,Yes,Medium,Medium,Yes,Female,Generation Y,Non-Managerial,Non-Minority,60,40000,Full-Time,Regular,No,,,,,,,,,4,Support,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3337,13496,25,No,Medium,Low,No,Female,Generation Y,Non-Managerial,Minority,24,85000,Full-Time,Regular,Yes,,,,,,,,,4,Support,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3338,13497,25,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Minority,36,30000,Full-Time,Regular,No,,,,,,,,,4,Support,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3339,13498,25,Yes,Medium,Medium,Yes,Female,Generation Y,Non-Managerial,Non-Minority,60,40000,Full-Time,Regular,Yes,,,,,,,,,4,Support,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3340,13500,25,No,Low,High,No,Female,Generation Y,Non-Managerial,Non-Minority,22,70000,Full-Time,Regular,No,,,,,,,,,4,Support,4 - Expert / Manager,Functional,4 - Exceeds Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3341,13501,25,No,Medium,High,No,Female,Generation Y,Non-Managerial,Non-Minority,34,85000,Full-Time,Regular,No,,,,,,,,,4,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,External Hire,External Hire,No
3342,13502,25,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,72,40000,Full-Time,Regular,Yes,,,,,,,,,4,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3343,13503,25,Yes,Medium,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,72,50000,Part-Time,Regular,No,,,,,,,,,4,Service,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,External Hire,External Hire,No
3344,13504,25,Yes,Medium,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,22,40000,Full-Time,Regular,Yes,,,,,,,,,4,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3345,13505,46,Yes,Unallocated,Unallocated,Yes,Female,Late Boomers,Non-Managerial,Non-Minority,172,70000,Full-Time,Regular,No,,,,,,,,,4,R&D,4 - Expert / Manager,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,External Hire,External Hire,No
3346,13506,25,Yes,Medium,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Regular,No,,,,,,,,,4,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3347,13508,25,No,Medium,High,No,Female,Generation Y,Non-Managerial,Minority,36,50000,Full-Time,Regular,No,,,,,,,,,4,Service,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,External Hire,External Hire,No
3348,13509,25,No,Low,Medium,No,Female,Generation Y,Non-Managerial,Non-Minority,34,85000,Full-Time,Regular,No,,,,,,,,,4,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3349,13510,25,Yes,Medium,High,Yes,Female,Generation Y,Non-Managerial,Non-Minority,48,40000,Full-Time,Regular,No,,,,,,,,,4,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3350,13511,25,No,Low,Medium,No,Male,Generation Y,Non-Managerial,Non-Minority,48,50000,Full-Time,Regular,No,,,,,,,,,4,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3351,13512,25,No,Medium,High,No,Female,Generation Y,Non-Managerial,Minority,36,50000,Full-Time,Regular,No,,,,,,,,,4,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3352,13513,25,Yes,Low,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,40000,Full-Time,Regular,Yes,,,,,,,,,4,Service,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,External Hire,External Hire,No
3353,13514,25,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,72,40000,Full-Time,Regular,Yes,,,,,,,,,4,Service,4 - Expert / Manager,Functional,4 - Exceeds Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3354,13515,25,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,72,40000,Full-Time,Regular,Yes,,,,,,,,,4,Service,3 - Senior,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3355,13516,46,Yes,High,High,Yes,Female,Late Boomers,Managerial,Non-Minority,2,120000,Full-Time,Regular,No,,,,,,,,,4,Support,4 - Expert / Manager,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3356,13517,25,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,48,70000,Full-Time,Temporary,Yes,,,,,,,,,4,Service,3 - Senior,Functional,4 - Exceeds Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3357,13518,25,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,72,50000,Full-Time,Regular,No,,,,,,,,,4,Support,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3358,13519,25,Yes,High,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,48,50000,Full-Time,Regular,Yes,,,,,,,,,4,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,External Hire,External Hire,No
3359,13520,25,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,48,50000,Full-Time,Regular,No,,,,,,,,,4,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3360,13523,25,No,Low,Medium,No,Female,Generation Y,Non-Managerial,Non-Minority,34,85000,Full-Time,Regular,No,,,,,,,,,4,Service,5 - Senior Expert / Senior Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3361,13524,25,Yes,Low,High,Yes,Male,Generation Y,Non-Managerial,Non-Minority,48,50000,Full-Time,Regular,No,,,,,,,,,4,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3362,13525,25,No,Medium,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,70000,Full-Time,Regular,No,,,,,,,,,4,Support,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3363,13526,25,No,Medium,High,No,Female,Generation Y,Non-Managerial,Minority,36,50000,Full-Time,Regular,No,,,,,,,,,4,Support,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3364,13527,46,No,Medium,Medium,Yes,Male,Late Boomers,Non-Managerial,Non-Minority,148,30000,Full-Time,Regular,No,,,,,,,,,4,R&D,4 - Expert / Manager,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3365,13528,25,No,Medium,Medium,No,Male,Generation Y,Non-Managerial,Non-Minority,36,30000,Full-Time,Regular,No,,,,,,,,,4,Support,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3366,13529,25,No,Medium,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,8,85000,Full-Time,Regular,No,,,,,,,,,4,Support,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3367,13530,25,Yes,Low,Medium,No,Male,Generation Y,Non-Managerial,Non-Minority,14,85000,Full-Time,Regular,Yes,,,,,,,,,4,Support,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3368,13532,25,Yes,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,5,50000,Full-Time,Regular,No,,,,,,,,,4,Support,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3369,13533,25,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,72,40000,Full-Time,Regular,Yes,,,,,,,,,4,Service,2 - Specialist,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3370,13534,25,Yes,Medium,High,Yes,Female,Generation Y,Non-Managerial,Non-Minority,48,40000,Full-Time,Regular,No,,,,,,,,,4,R&D,4 - Expert / Manager,Functional,4 - Exceeds Expectations,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,No change,No change,No
3371,13535,25,No,Medium,High,No,Female,Generation Y,Non-Managerial,Non-Minority,36,50000,Full-Time,Regular,No,,,,,,,,,4,Support,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3372,13536,25,No,Medium,Medium,No,Male,Generation Y,Non-Managerial,Non-Minority,36,30000,Full-Time,Regular,No,,,,,,,,,4,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3373,13537,25,Yes,Low,Medium,Yes,Female,Generation Y,Non-Managerial,Non-Minority,60,50000,Full-Time,Regular,No,,,,,,,,,4,R&D,5 - Senior Expert / Senior Manager,Project / Management,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,External Hire,External Hire,No
3374,13538,46,Yes,Low,High,Yes,Female,Late Boomers,Non-Managerial,Non-Minority,196,50000,Full-Time,Temporary,No,,,,,,,,,4,Service,3 - Senior,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3375,13539,25,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,72,40000,Full-Time,Regular,Yes,,,,,,,,,4,Support,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3376,13540,25,Yes,Low,Medium,No,Male,Generation Y,Non-Managerial,Non-Minority,96,85000,Full-Time,Regular,Yes,,,,,,,,,4,Service,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3377,13542,25,Yes,Medium,High,Yes,Female,Generation Y,Non-Managerial,Non-Minority,24,40000,Full-Time,Regular,No,,,,,,,,,4,Support,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3378,13543,25,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,72,50000,Full-Time,Regular,No,,,,,,,,,4,Support,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3379,13544,25,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Minority,2,50000,Full-Time,Regular,No,,,,,,,,,4,Support,5 - Senior Expert / Senior Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3380,13545,25,No,Medium,High,No,Male,Generation Y,Managerial,Non-Minority,72,85000,Full-Time,Regular,No,,,,,,,,,4,Support,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3381,13547,25,Yes,Unallocated,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,36,30000,Full-Time,Regular,No,,,,,,,,,4,R&D,4 - Expert / Manager,Project / Management,4 - Exceeds Expectations,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,External Hire,External Hire,No
3382,13548,25,Yes,High,High,Yes,Female,Generation Y,Non-Managerial,Minority,34,50000,Full-Time,Regular,No,,,,,,,,,4,Service,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3383,13549,46,No,Low,Medium,No,Male,Late Boomers,Non-Managerial,Non-Minority,196,85000,Full-Time,Regular,No,,,,,,,,,4,R&D,3 - Senior,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3384,13550,32,Yes,Low,Medium,Yes,Female,Generation Y,Non-Managerial,Minority,24,40000,Full-Time,Regular,No,,,,,,,,,5,Service,2 - Specialist,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3385,13551,32,No,Low,High,Yes,Female,Generation Y,Non-Managerial,Non-Minority,96,50000,Full-Time,Regular,No,,,,,,,,,5,R&D,4 - Expert / Manager,Functional,4 - Exceeds Expectations,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,No change,No change,No
3386,13552,32,Yes,Medium,High,Yes,Female,Generation Y,Non-Managerial,Non-Minority,36,40000,Full-Time,Regular,No,,,,,,,,,5,Support,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3387,13553,32,Yes,Low,High,Yes,Male,Generation Y,Non-Managerial,Non-Minority,48,50000,Full-Time,Regular,No,,,,,,,,,5,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3388,13554,32,No,Medium,Medium,No,Male,Generation Y,Non-Managerial,Non-Minority,60,50000,Full-Time,Regular,No,,,,,,,,,5,R&D,5 - Senior Expert / Senior Manager,Project / Management,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3389,13555,32,No,Medium,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,108,120000,Full-Time,Regular,No,,,,,,,,,5,Support,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,External Hire,External Hire,No
3390,13556,45,No,Medium,Medium,Yes,Male,Late Boomers,Non-Managerial,Non-Minority,148,30000,Full-Time,Regular,No,,,,,,,,,5,Sales,5 - Senior Expert / Senior Manager,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,External Hire,External Hire,No
3391,13557,32,No,Medium,High,No,Female,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Temporary,No,,,,,,,,,5,Service,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3392,13558,32,Yes,High,High,Yes,Male,Generation Y,Managerial,Non-Minority,5,85000,Full-Time,Regular,No,,,,,,,,,5,Support,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3393,13559,32,Yes,Low,Medium,Yes,Female,Generation Y,Managerial,Minority,15,120000,Full-Time,Regular,No,,,,,,,,,5,Support,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,External Hire,External Hire,No
3394,13560,32,No,Low,Medium,No,Female,Generation Y,Non-Managerial,Non-Minority,60,50000,Full-Time,Regular,Yes,,,,,,,,,5,Support,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,External Hire,External Hire,No
3395,13561,32,No,Medium,High,No,Female,Generation Y,Non-Managerial,Non-Minority,15,85000,Full-Time,Regular,No,,,,,,,,,5,Support,5 - Senior Expert / Senior Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3396,13562,32,Yes,Low,Low,Yes,Male,Generation Y,Non-Managerial,Minority,108,40000,Part-Time,Regular,No,,,,,,,,,5,Support,5 - Senior Expert / Senior Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3397,13563,32,Yes,Low,Medium,Yes,Female,Generation Y,Managerial,Minority,96,120000,Full-Time,Regular,No,,,,,,,,,5,R&D,4 - Expert / Manager,Project / Management,4 - Exceeds Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3398,13564,32,Yes,Low,Low,Yes,Female,Generation Y,Non-Managerial,Non-Minority,72,50000,Full-Time,Temporary,Yes,,,,,,,,,5,Service,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3399,13565,32,No,Medium,High,No,Female,Generation Y,Non-Managerial,Non-Minority,48,50000,Full-Time,Regular,No,,,,,,,,,5,Support,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3400,13566,32,Yes,Low,Low,Yes,Female,Generation Y,Non-Managerial,Non-Minority,72,70000,Full-Time,Temporary,No,,,,,,,,,5,Service,3 - Senior,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,No change,No change,No
3401,13567,45,Yes,Unallocated,Unallocated,Yes,Female,Late Boomers,Non-Managerial,Non-Minority,172,70000,Full-Time,Regular,No,,,,,,,,,5,R&D,5 - Senior Expert / Senior Manager,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3402,13568,32,Yes,Low,Medium,Yes,Female,Generation Y,Non-Managerial,Minority,24,40000,Full-Time,Regular,No,,,,,,,,,5,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3403,13569,32,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,72,40000,Full-Time,Temporary,No,,,,,,,,,5,Support,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3404,13571,32,Yes,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,22,50000,Full-Time,Regular,No,,,,,,,,,5,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3405,13572,32,No,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,36,70000,Full-Time,Regular,Yes,,,,,,,,,5,Support,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3406,13573,32,Yes,High,High,Yes,Female,Generation Y,Non-Managerial,Non-Minority,24,40000,Full-Time,Regular,No,,,,,,,,,5,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3407,13574,32,No,Medium,High,No,Female,Generation Y,Non-Managerial,Non-Minority,96,70000,Full-Time,Regular,No,,,,,,,,,5,Service,3 - Senior,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3408,13575,32,No,Medium,High,No,Female,Generation Y,Non-Managerial,Non-Minority,2,85000,Full-Time,Temporary,No,,,,,,,,,5,Support,5 - Senior Expert / Senior Manager,Project / Management,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3409,13576,32,No,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,36,70000,Full-Time,Regular,No,,,,,,,,,5,Service,5 - Senior Expert / Senior Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,External Hire,External Hire,No
3410,13577,32,Yes,Low,High,Yes,Male,Generation Y,Non-Managerial,Non-Minority,48,50000,Full-Time,Regular,No,,,,,,,,,5,Service,4 - Expert / Manager,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3411,13578,45,Yes,Unallocated,Unallocated,Yes,Female,Late Boomers,Managerial,Non-Minority,132,120000,Full-Time,Regular,No,,,,,,,,,5,R&D,4 - Expert / Manager,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3412,13579,32,Yes,Medium,High,Yes,Female,Generation Y,Non-Managerial,Non-Minority,36,40000,Full-Time,Regular,No,,,,,,,,,5,Service,3 - Senior,Functional,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
3413,13580,32,Yes,Low,Medium,Yes,Female,Generation Y,Managerial,Minority,96,120000,Full-Time,Regular,No,,,,,,,,,5,Support,4 - Expert / Manager,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
3414,13581,32,No,Medium,Medium,No,Male,Generation Y,Non-Managerial,Non-Minority,60,50000,Full-Time,Regular,Yes,,,,,,,,,5,R&D,5 - Senior Expert / Senior Manager,Project / Management,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
3415,13582,32,No,Low,Low,No,Female,Generation Y,Non-Managerial,Non-Minority,96,70000,Full-Time,Regular,No,,,,,,,,,5,Sales,6 - Executive,Project / Management,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
3416,13583,32,Yes,Low,Low,Yes,Female,Generation Y,Non-Managerial,Non-Minority,2,70000,Full-Time,Regular,No,,,,,,,,,5,R&D,5 - Senior Expert / Senior Manager,Project / Management,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,External Hire,External Hire,No
3417,13584,32,No,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,36,70000,Full-Time,Regular,No,,,,,,,,,5,Support,6 - Executive,Project / Management,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
3418,13585,32,No,Low,Medium,No,Female,Generation Y,Non-Managerial,Non-Minority,60,50000,Full-Time,Regular,Yes,,,,,,,,,5,Sales,4 - Expert / Manager,Project / Management,4 - Exceeds Expectations,Americas,Canada,61.066692,-107.991707,No,No,0 - Not available,No change,No change,No
3419,13588,32,Yes,Low,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,48,40000,Full-Time,Regular,No,,,,,,,,,5,R&D,2 - Specialist,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
3420,13589,45,Yes,Low,High,Yes,Female,Late Boomers,Non-Managerial,Non-Minority,196,70000,Full-Time,Regular,No,,,,,,,,,5,Marketing,5 - Senior Expert / Senior Manager,Project / Management,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,No change,No change,No
3421,13590,32,Yes,Low,High,Yes,Male,Generation Y,Non-Managerial,Non-Minority,48,50000,Full-Time,Regular,No,,,,,,,,,5,R&D,4 - Expert / Manager,Functional,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
3422,13591,32,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,72,40000,Full-Time,Regular,No,,,,,,,,,5,R&D,4 - Expert / Manager,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
3423,13593,32,No,Medium,Medium,Yes,Female,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Regular,No,,,,,,,,,5,R&D,4 - Expert / Manager,Project / Management,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
3424,13594,32,Yes,Low,Medium,Yes,Female,Generation Y,Non-Managerial,Non-Minority,22,50000,Full-Time,Regular,No,,,,,,,,,5,R&D,4 - Expert / Manager,Functional,0 - No performance Measurement,Americas,Mexico,19.432601000000002,-99.133342,No,No,0 - Not available,External Hire,External Hire,No
3425,13595,32,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,36,40000,Full-Time,Regular,No,,,,,,,,,5,Sales,3 - Senior,Functional,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
3426,13596,32,Yes,High,Low,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,70000,Full-Time,Temporary,Yes,,,,,,,,,5,R&D,4 - Expert / Manager,Project / Management,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
3427,13597,32,No,Low,Medium,No,Female,Generation Y,Non-Managerial,Non-Minority,60,50000,Full-Time,Regular,Yes,,,,,,,,,5,R&D,4 - Expert / Manager,Functional,0 - No performance Measurement,Americas,Venezuela,8.001871000000001,-66.11093199999999,No,No,0 - Not available,No change,No change,No
3428,13598,32,Yes,High,High,Yes,Male,Generation Y,Managerial,Non-Minority,108,120000,Full-Time,Regular,No,,,,,,,,,5,Sales,5 - Senior Expert / Senior Manager,Project / Management,5 - Consistently Exceeds Expectations,Americas,Canada,61.066692,-107.991707,Yes,No,0 - Not available,No change,No change,No
